xlssc,RA,Dec,z [N_z],Source,R_{spec},F_{14}^{[0.5-2],F_{14}^{[0.5-2] error  (\pm),T_X,T_X  error \m,T_X  error \P,R_{500},L_{500}^{bol},L(Bol) 44,L_{500}^{bol} error \pm,L_{500}^{[0.5-2]},L(0.5-2) 44,L_{500}^{[0.5-2]} error \pm,L_corrected,M_{500} (M1),M_{500} (M2),,ref,,
,,,,,,,,,,,,,,,,,,,,,,,15.78,0.625262189
,,,,,,,,,,,,,,,,,,,,,,,15.79,0.625266736
,,,,,,,,,,,,,,,,,,,,,,,15.8,0.625271283
,,,,,,,,,,,,,,,,,,,,,,,15.81,0.625277122
,,,,,,,,,,,,,,,,,,,,,,,15.82,0.625281672
,,,,,,,,,,,,,,,,,,,,,,,15.83,0.625286223
,,,,,,,,,,,,,,,,,,,,,,,15.84,0.625292066
,,,,,,,,,,,,,,,,,,,,,,,15.85,0.62529662
,,,,,,,,,,,,,,,,,,,,,,,15.86,0.625301175
,,,,,,,,,,,,,,,,,,,,,,,15.87,0.625307022
,,,,,,,,,,,,,,,,,,,,,,,15.88,0.62531158
,,,,,,,,,,,,,,,,,,,,,,,15.89,0.625316139
,,,,,,,,,,,,,,,,,,,,,,,15.9,0.62532199
,,,,,,,,,,,,,,,,,,,,,,,15.91,0.625325744
,,,,,,,,,,,,,,,,,,,,,,,15.92,0.625330306
,,,,,,,,,,,,,,,,,,,,,,,15.93,0.625336161
,,,,,,,,,,,,,,,,,,,,,,,15.94,0.625340726
,,,,,,,,,,,,,,,,,,,,,,,15.95,0.625345292
,,,,,,,,,,,,,,,,,,,,,,,15.96,0.625351152
,,,,,,,,,,,,,,,,,,,,,,,15.97,0.62535572
,,,,,,,,,,,,,,,,,,,,,,,15.98,0.62536029
,,,,,,,,,,,,,,,,,,,,,,,15.99,0.625366154
,,,,,,,,,,,,,,,,,,,,,,,16,0.625370726
,,,,,,,,,,,,,,,,,,,,,,,16.01,0.6253753
,,,,,,,,,,,,,,,,,,,,,,,16.02,0.625381168
,,,,,,,,,,,,,,,,,,,,,,,16.03,0.625385744
,,,,,,,,,,,,,,,,,,,,,,,16.04,0.625390321
,,,,,,,,,,,,,,,,,,,,,,,16.05,0.625396193
,,,,,,,,,,,,,,,,,,,,,,,16.06,0.625400773
,,,,,,,,,,,,,,,,,,,,,,,16.07,0.625405354
,,,,,,,,,,,,,,,,,,,,,,,16.08,0.62541123
,,,,,,,,,,,,,,,,,,,,,,,16.09,0.625415813
,,,,,,,,,,,,,,,,,,,,,,,16.1,0.625420398
,,,,,,,,,,,,,,,,,,,,,,,16.11,0.625426279
,,,,,,,,,,,,,,,,,,,,,,,16.12,0.625430866
,,,,,,,,,,,,,,,,,,,,,,,16.13,0.625434644
,,,,,,,,,,,,,,,,,,,,,,,16.14,0.625440529
,,,,,,,,,,,,,,,,,,,,,,,16.15,0.62544512
,,,,,,,,,,,,,,,,,,,,,,,16.16,0.625449712
,,,,,,,,,,,,,,,,,,,,,,,16.17,0.625455601
,,,,,,,,,,,,,,,,,,,,,,,16.18,0.625460195
,,,,,,,,,,,,,,,,,,,,,,,16.19,0.625464791
,,,,,,,,,,,,,,,,,,,,,,,16.2,0.625470684
,,,,,,,,,,,,,,,,,,,,,,,16.21,0.625475283
,,,,,,,,,,,,,,,,,,,,,,,16.22,0.625479882
,,,,,,,,,,,,,,,,,,,,,,,16.23,0.62548578
,,,,,,,,,,,,,,,,,,,,,,,16.24,0.625490382
,,,,,,,,,,,,,,,,,,,,,,,16.25,0.625494985
,,,,,,,,,,,,,,,,,,,,,,,16.26,0.625500887
,,,,,,,,,,,,,,,,,,,,,,,16.27,0.625505492
,,,,,,,,,,,,,,,,,,,,,,,16.28,0.625510099
,,,,,,,,,,,,,,,,,,,,,,,16.29,0.625516005
,,,,,,,,,,,,,,,,,,,,,,,16.3,0.625520615
,,,,,,,,,,,,,,,,,,,,,,,16.31,0.625525226
,,,,,,,,,,,,,,,,,,,,,,,16.32,0.625531136
,,,,,,,,,,,,,,,,,,,,,,,16.33,0.625535749
,,,,,,,,,,,,,,,,,,,,,,,16.34,0.625540364
,,,,,,,,,,,,,,,,,,,,,,,16.35,0.625545466
,,,,,,,,,,,,,,,,,,,,,,,16.36,0.625550083
,,,,,,,,,,,,,,,,,,,,,,,16.37,0.625554701
,,,,,,,,,,,,,,,,,,,,,,,16.38,0.62556062
,,,,,,,,,,,,,,,,,,,,,,,16.39,0.62556524
,,,,,,,,,,,,,,,,,,,,,,,16.4,0.625569862
,,,,,,,,,,,,,,,,,,,,,,,16.41,0.625575785
,,,,,,,,,,,,,,,,,,,,,,,16.42,0.62558041
,,,,,,,,,,,,,,,,,,,,,,,16.43,0.625585036
,,,,,,,,,,,,,,,,,,,,,,,16.44,0.625590963
,,,,,,,,,,,,,,,,,,,,,,,16.45,0.625595591
,,,,,,,,,,,,,,,,,,,,,,,16.46,0.625600221
,,,,,,,,,,,,,,,,,,,,,,,16.47,0.625606152
,,,,,,,,,,,,,,,,,,,,,,,16.48,0.625610784
,,,,,,,,,,,,,,,,,,,,,,,16.49,0.625615417
,,,,,,,,,,,,,,,,,,,,,,,16.5,0.625621353
,,,,,,,,,,,,,,,,,,,,,,,16.51,0.625625989
,,,,,,,,,,,,,,,,,,,,,,,16.52,0.625630626
,,,,,,,,,,,,,,,,,,,,,,,16.53,0.625636566
,,,,,,,,,,,,,,,,,,,,,,,16.54,0.625641206
,,,,,,,,,,,,,,,,,,,,,,,16.55,0.625645847
,,,,,,,,,,,,,,,,,,,,,,,16.56,0.625651791
,,,,,,,,,,,,,,,,,,,,,,,16.57,0.62565562
,,,,,,,,,,,,,,,,,,,,,,,16.58,0.625660264
,,,,,,,,,,,,,,,,,,,,,,,16.59,0.625666213
,,,,,,,,,,,,,,,,,,,,,,,16.6,0.62567086
,,,,,,,,,,,,,,,,,,,,,,,16.61,0.625675508
,,,,,,,,,,,,,,,,,,,,,,,16.62,0.625681461
,,,,,,,,,,,,,,,,,,,,,,,16.63,0.625686112
,,,,,,,,,,,,,,,,,,,,,,,16.64,0.625690764
,,,,,,,,,,,,,,,,,,,,,,,16.65,0.625696722
,,,,,,,,,,,,,,,,,,,,,,,16.66,0.625701376
,,,,,,,,,,,,,,,,,,,,,,,16.67,0.625706032
,,,,,,,,,,,,,,,,,,,,,,,16.68,0.625711994
,,,,,,,,,,,,,,,,,,,,,,,16.69,0.625716652
,,,,,,,,,,,,,,,,,,,,,,,16.7,0.625721312
,,,,,,,,,,,,,,,,,,,,,,,16.71,0.625727278
,,,,,,,,,,,,,,,,,,,,,,,16.72,0.62573194
,,,,,,,,,,,,,,,,,,,,,,,16.73,0.625736604
,,,,,,,,,,,,,,,,,,,,,,,16.74,0.625742574
,,,,,,,,,,,,,,,,,,,,,,,16.75,0.62574724
,,,,,,,,,,,,,,,,,,,,,,,16.76,0.625751908
,,,,,,,,,,,,,,,,,,,,,,,16.77,0.625757882
,,,,,,,,,,,,,,,,,,,,,,,16.78,0.625762552
,,,,,,,,,,,,,,,,,,,,,,,16.79,0.625766406
,,,,,,,,,,,,,,,,,,,,,,,16.8,0.625772385
,,,,,,,,,,,,,,,,,,,,,,,16.81,0.625777059
,,,,,,,,,,,,,,,,,,,,,,,16.82,0.625781734
,,,,,,,,,,,,,,,,,,,,,,,16.83,0.625787717
,,,,,,,,,,,,,,,,,,,,,,,16.84,0.625792395
,,,,,,,,,,,,,,,,,,,,,,,16.85,0.625797073
,,,,,,,,,,,,,,,,,,,,,,,16.86,0.625803061
,,,,,,,,,,,,,,,,,,,,,,,16.87,0.625807742
,,,,,,,,,,,,,,,,,,,,,,,16.88,0.625812425
,,,,,,,,,,,,,,,,,,,,,,,16.89,0.625818417
,,,,,,,,,,,,,,,,,,,,,,,16.9,0.625823102
,,,,,,,,,,,,,,,,,,,,,,,16.91,0.625827789
,,,,,,,,,,,,,,,,,,,,,,,16.92,0.625833785
,,,,,,,,,,,,,,,,,,,,,,,16.93,0.625838474
,,,,,,,,,,,,,,,,,,,,,,,16.94,0.625843164
,,,,,,,,,,,,,,,,,,,,,,,16.95,0.625849165
,,,,,,,,,,,,,,,,,,,,,,,16.96,0.625853858
,,,,,,,,,,,,,,,,,,,,,,,16.97,0.625858552
,,,,,,,,,,,,,,,,,,,,,,,16.98,0.625864557
,,,,,,,,,,,,,,,,,,,,,,,16.99,0.625869254
,,,,,,,,,,,,,,,,,,,,,,,17,0.625873952
,,,,,,,,,,,,,,,,,,,,,,,17.01,0.625879141
,,,,,,,,,,,,,,,,,,,,,,,17.02,0.625883842
,,,,,,,,,,,,,,,,,,,,,,,17.03,0.625888544
,,,,,,,,,,,,,,,,,,,,,,,17.04,0.625894557
,,,,,,,,,,,,,,,,,,,,,,,17.05,0.625899262
,,,,,,,,,,,,,,,,,,,,,,,17.06,0.625903967
,,,,,,,,,,,,,,,,,,,,,,,17.07,0.625909985
,,,,,,,,,,,,,,,,,,,,,,,17.08,0.625914694
,,,,,,,,,,,,,,,,,,,,,,,17.09,0.625919403
,,,,,,,,,,,,,,,,,,,,,,,17.1,0.625925426
,,,,,,,,,,,,,,,,,,,,,,,17.11,0.625930138
,,,,,,,,,,,,,,,,,,,,,,,17.12,0.625934851
,,,,,,,,,,,,,,,,,,,,,,,17.13,0.625940878
,,,,,,,,,,,,,,,,,,,,,,,17.14,0.625945594
,,,,,,,,,,,,,,,,,,,,,,,17.15,0.625950311
,,,,,,,,,,,,,,,,,,,,,,,17.16,0.625956343
,,,,,,,,,,,,,,,,,,,,,,,17.17,0.625961063
,,,,,,,,,,,,,,,,,,,,,,,17.18,0.625965784
,,,,,,,,,,,,,,,,,,,,,,,17.19,0.625971819
,,,,,,,,,,,,,,,,,,,,,,,17.2,0.625974558
,,,,,,,,,,,,,,,,,,,,,,,17.21,0.625979262
,,,,,,,,,,,,,,,,,,,,,,,17.22,0.625982654
,,,,,,,,,,,,,,,,,,,,,,,17.23,0.625986538
,,,,,,,,,,,,,,,,,,,,,,,17.24,0.625989931
,,,,,,,,,,,,,,,,,,,,,,,17.25,0.625993817
,,,,,,,,,,,,,,,,,,,,,,,17.26,0.625997212
,,,,,,,,,,,,,,,,,,,,,,,17.27,0.626001921
,,,,,,,,,,,,,,,,,,,,,,,17.28,0.626004495
,,,,,,,,,,,,,,,,,,,,,,,17.29,0.626009207
,,,,,,,,,,,,,,,,,,,,,,,17.3,0.626011782
,,,,,,,,,,,,,,,,,,,,,,,17.31,0.626016495
,,,,,,,,,,,,,,,,,,,,,,,17.32,0.626019895
,,,,,,,,,,,,,,,,,,,,,,,17.33,0.626023787
,,,,,,,,,,,,,,,,,,,,,,,17.34,0.626027188
,,,,,,,,,,,,,,,,,,,,,,,17.35,0.626031082
,,,,,,,,,,,,,,,,,,,,,,,17.36,0.626034485
,,,,,,,,,,,,,,,,,,,,,,,17.37,0.626039204
,,,,,,,,,,,,,,,,,,,,,,,17.38,0.626041785
,,,,,,,,,,,,,,,,,,,,,,,17.39,0.626046506
,,,,,,,,,,,,,,,,,,,,,,,17.4,0.626049087
,,,,,,,,,,,,,,,,,,,,,,,17.41,0.626052494
,,,,,,,,,,,,,,,,,,,,,,,17.42,0.626056394
,,,,,,,,,,,,,,,,,,,,,,,17.43,0.626059802
,,,,,,,,,,,,,,,,,,,,,,,17.44,0.626064527
,,,,,,,,,,,,,,,,,,,,,,,17.45,0.626067113
,,,,,,,,,,,,,,,,,,,,,,,17.46,0.62607184
,,,,,,,,,,,,,,,,,,,,,,,17.47,0.626074427
,,,,,,,,,,,,,,,,,,,,,,,17.48,0.626079156
,,,,,,,,,,,,,,,,,,,,,,,17.49,0.626082569
,,,,,,,,,,,,,,,,,,,,,,,17.5,0.626086475
,,,,,,,,,,,,,,,,,,,,,,,17.51,0.62608989
,,,,,,,,,,,,,,,,,,,,,,,17.52,0.626093798
,,,,,,,,,,,,,,,,,,,,,,,17.53,0.626097214
,,,,,,,,,,,,,,,,,,,,,,,17.54,0.626101949
,,,,,,,,,,,,,,,,,,,,,,,17.55,0.626104541
,,,,,,,,,,,,,,,,,,,,,,,17.56,0.626109278
,,,,,,,,,,,,,,,,,,,,,,,17.57,0.626111871
,,,,,,,,,,,,,,,,,,,,,,,17.58,0.62611661
,,,,,,,,,,,,,,,,,,,,,,,17.59,0.626120031
,,,,,,,,,,,,,,,,,,,,,,,17.6,0.626123946
,,,,,,,,,,,,,,,,,,,,,,,17.61,0.626127368
,,,,,,,,,,,,,,,,,,,,,,,17.62,0.626131284
,,,,,,,,,,,,,,,,,,,,,,,17.63,0.626134708
,,,,,,,,,,,,,,,,,,,,,,,17.64,0.626139453
,,,,,,,,,,,,,,,,,,,,,,,17.65,0.626142052
,,,,,,,,,,,,,,,,,,,,,,,17.66,0.626145478
,,,,,,,,,,,,,,,,,,,,,,,17.67,0.626149399
,,,,,,,,,,,,,,,,,,,,,,,17.68,0.626152827
,,,,,,,,,,,,,,,,,,,,,,,17.69,0.626157576
,,,,,,,,,,,,,,,,,,,,,,,17.7,0.626160178
,,,,,,,,,,,,,,,,,,,,,,,17.71,0.626164929
,,,,,,,,,,,,,,,,,,,,,,,17.72,0.626167533
,,,,,,,,,,,,,,,,,,,,,,,17.73,0.626172286
,,,,,,,,,,,,,,,,,,,,,,,17.74,0.626174891
,,,,,,,,,,,,,,,,,,,,,,,17.75,0.626179646
,,,,,,,,,,,,,,,,,,,,,,,17.76,0.62618308
,,,,,,,,,,,,,,,,,,,,,,,17.77,0.626187009
,,,,,,,,,,,,,,,,,,,,,,,17.78,0.626190445
,,,,,,,,,,,,,,,,,,,,,,,17.79,0.626194375
,,,,,,,,,,,,,,,,,,,,,,,17.8,0.626197813
,,,,,,,,,,,,,,,,,,,,,,,17.81,0.626202573
,,,,,,,,,,,,,,,,,,,,,,,17.82,0.626205184
,,,,,,,,,,,,,,,,,,,,,,,17.83,0.626209946
,,,,,,,,,,,,,,,,,,,,,,,17.84,0.626212559
,,,,,,,,,,,,,,,,,,,,,,,17.85,0.626217323
,,,,,,,,,,,,,,,,,,,,,,,17.86,0.626220765
,,,,,,,,,,,,,,,,,,,,,,,17.87,0.626224702
,,,,,,,,,,,,,,,,,,,,,,,17.88,0.626228146
,,,,,,,,,,,,,,,,,,,,,,,17.89,0.626232085
,,,,,,,,,,,,,,,,,,,,,,,17.9,0.626235531
,,,,,,,,,,,,,,,,,,,,,,,17.91,0.626238977
,,,,,,,,,,,,,,,,,,,,,,,17.92,0.626242918
,,,,,,,,,,,,,,,,,,,,,,,17.93,0.626246366
,,,,,,,,,,,,,,,,,,,,,,,17.94,0.626250309
,,,,,,,,,,,,,,,,,,,,,,,17.95,0.626253759
,,,,,,,,,,,,,,,,,,,,,,,17.96,0.626258533
,,,,,,,,,,,,,,,,,,,,,,,17.97,0.626261155
,,,,,,,,,,,,,,,,,,,,,,,17.98,0.626265931
,,,,,,,,,,,,,,,,,,,,,,,17.99,0.626268554
,,,,,,,,,,,,,,,,,,,,,,,18,0.626273332
,,,,,,,,,,,,,,,,,,,,,,,18.01,0.626275956
,,,,,,,,,,,,,,,,,,,,,,,18.02,0.626280736
,,,,,,,,,,,,,,,,,,,,,,,18.03,0.626284192
,,,,,,,,,,,,,,,,,,,,,,,18.04,0.626288144
,,,,,,,,,,,,,,,,,,,,,,,18.05,0.626291601
,,,,,,,,,,,,,,,,,,,,,,,18.06,0.626295555
,,,,,,,,,,,,,,,,,,,,,,,18.07,0.626299014
,,,,,,,,,,,,,,,,,,,,,,,18.08,0.6263038
,,,,,,,,,,,,,,,,,,,,,,,18.09,0.62630643
,,,,,,,,,,,,,,,,,,,,,,,18.1,0.626311217
,,,,,,,,,,,,,,,,,,,,,,,18.11,0.626313849
,,,,,,,,,,,,,,,,,,,,,,,18.12,0.626318638
,,,,,,,,,,,,,,,,,,,,,,,18.13,0.626322102
,,,,,,,,,,,,,,,,,,,,,,,18.14,0.626326062
,,,,,,,,,,,,,,,,,,,,,,,18.15,0.626329528
,,,,,,,,,,,,,,,,,,,,,,,18.16,0.62633349
,,,,,,,,,,,,,,,,,,,,,,,18.17,0.626336957
,,,,,,,,,,,,,,,,,,,,,,,18.18,0.626340425
,,,,,,,,,,,,,,,,,,,,,,,18.19,0.626344389
,,,,,,,,,,,,,,,,,,,,,,,18.2,0.626347859
,,,,,,,,,,,,,,,,,,,,,,,18.21,0.626351825
,,,,,,,,,,,,,,,,,,,,,,,18.22,0.626355296
,,,,,,,,,,,,,,,,,,,,,,,18.23,0.626360096
,,,,,,,,,,,,,,,,,,,,,,,18.24,0.626362737
,,,,,,,,,,,,,,,,,,,,,,,18.25,0.626367539
,,,,,,,,,,,,,,,,,,,,,,,18.26,0.626370181
,,,,,,,,,,,,,,,,,,,,,,,18.27,0.626374984
,,,,,,,,,,,,,,,,,,,,,,,18.28,0.62637846
,,,,,,,,,,,,,,,,,,,,,,,18.29,0.626382434
,,,,,,,,,,,,,,,,,,,,,,,18.3,0.626385911
,,,,,,,,,,,,,,,,,,,,,,,18.31,0.626389886
,,,,,,,,,,,,,,,,,,,,,,,18.32,0.626393365
,,,,,,,,,,,,,,,,,,,,,,,18.33,0.626397342
,,,,,,,,,,,,,,,,,,,,,,,18.34,0.626400822
,,,,,,,,,,,,,,,,,,,,,,,18.35,0.626405634
,,,,,,,,,,,,,,,,,,,,,,,18.36,0.626408283
,,,,,,,,,,,,,,,,,,,,,,,18.37,0.626413096
,,,,,,,,,,,,,,,,,,,,,,,18.38,0.626415747
,,,,,,,,,,,,,,,,,,,,,,,18.39,0.626420562
,,,,,,,,,,,,,,,,,,,,,,,18.4,0.626424048
,,,,,,,,,,,,,,,,,,,,,,,18.41,0.626428031
,,,,,,,,,,,,,,,,,,,,,,,18.42,0.626431519
,,,,,,,,,,,,,,,,,,,,,,,18.43,0.626434173
,,,,,,,,,,,,,,,,,,,,,,,18.44,0.626438993
,,,,,,,,,,,,,,,,,,,,,,,18.45,0.626442482
,,,,,,,,,,,,,,,,,,,,,,,18.46,0.62644647
,,,,,,,,,,,,,,,,,,,,,,,18.47,0.626449962
,,,,,,,,,,,,,,,,,,,,,,,18.48,0.626453951
,,,,,,,,,,,,,,,,,,,,,,,18.49,0.626457444
,,,,,,,,,,,,,,,,,,,,,,,18.5,0.62646227
,,,,,,,,,,,,,,,,,,,,,,,18.51,0.62646493
,,,,,,,,,,,,,,,,,,,,,,,18.52,0.626469757
,,,,,,,,,,,,,,,,,,,,,,,18.53,0.626472419
,,,,,,,,,,,,,,,,,,,,,,,18.54,0.626477248
,,,,,,,,,,,,,,,,,,,,,,,18.55,0.626480746
,,,,,,,,,,,,,,,,,,,,,,,18.56,0.626484743
,,,,,,,,,,,,,,,,,,,,,,,18.57,0.626488242
,,,,,,,,,,,,,,,,,,,,,,,18.58,0.62649224
,,,,,,,,,,,,,,,,,,,,,,,18.59,0.626495741
,,,,,,,,,,,,,,,,,,,,,,,18.6,0.626500577
,,,,,,,,,,,,,,,,,,,,,,,18.61,0.626503244
,,,,,,,,,,,,,,,,,,,,,,,18.62,0.626508081
,,,,,,,,,,,,,,,,,,,,,,,18.63,0.62651075
,,,,,,,,,,,,,,,,,,,,,,,18.64,0.626515589
,,,,,,,,,,,,,,,,,,,,,,,18.65,0.626518259
,,,,,,,,,,,,,,,,,,,,,,,18.66,0.6265231
,,,,,,,,,,,,,,,,,,,,,,,18.67,0.626526608
,,,,,,,,,,,,,,,,,,,,,,,18.68,0.62652928
,,,,,,,,,,,,,,,,,,,,,,,18.69,0.626534124
,,,,,,,,,,,,,,,,,,,,,,,18.7,0.626536798
,,,,,,,,,,,,,,,,,,,,,,,18.71,0.626541644
,,,,,,,,,,,,,,,,,,,,,,,18.72,0.626545155
,,,,,,,,,,,,,,,,,,,,,,,18.73,0.626549167
,,,,,,,,,,,,,,,,,,,,,,,18.74,0.62655268
,,,,,,,,,,,,,,,,,,,,,,,18.75,0.626556693
,,,,,,,,,,,,,,,,,,,,,,,18.76,0.626560208
,,,,,,,,,,,,,,,,,,,,,,,18.77,0.62656506
,,,,,,,,,,,,,,,,,,,,,,,18.78,0.626567739
,,,,,,,,,,,,,,,,,,,,,,,18.79,0.626572593
,,,,,,,,,,,,,,,,,,,,,,,18.8,0.626575274
,,,,,,,,,,,,,,,,,,,,,,,18.81,0.626580129
,,,,,,,,,,,,,,,,,,,,,,,18.82,0.626583649
,,,,,,,,,,,,,,,,,,,,,,,18.83,0.626587669
,,,,,,,,,,,,,,,,,,,,,,,18.84,0.626591191
,,,,,,,,,,,,,,,,,,,,,,,18.85,0.626595213
,,,,,,,,,,,,,,,,,,,,,,,18.86,0.626598736
,,,,,,,,,,,,,,,,,,,,,,,18.87,0.626603597
,,,,,,,,,,,,,,,,,,,,,,,18.88,0.626606284
,,,,,,,,,,,,,,,,,,,,,,,18.89,0.626611148
,,,,,,,,,,,,,,,,,,,,,,,18.9,0.626613836
,,,,,,,,,,,,,,,,,,,,,,,18.91,0.626618701
,,,,,,,,,,,,,,,,,,,,,,,18.92,0.626621391
,,,,,,,,,,,,,,,,,,,,,,,18.93,0.62662492
,,,,,,,,,,,,,,,,,,,,,,,18.94,0.626629788
,,,,,,,,,,,,,,,,,,,,,,,18.95,0.62663248
,,,,,,,,,,,,,,,,,,,,,,,18.96,0.62663735
,,,,,,,,,,,,,,,,,,,,,,,18.97,0.626640043
,,,,,,,,,,,,,,,,,,,,,,,18.98,0.626644915
,,,,,,,,,,,,,,,,,,,,,,,18.99,0.626648449
,,,,,,,,,,,,,,,,,,,,,,,19,0.626652484
,,,,,,,,,,,,,,,,,,,,,,,19.01,0.62665602
,,,,,,,,,,,,,,,,,,,,,,,19.02,0.626660056
,,,,,,,,,,,,,,,,,,,,,,,19.03,0.626663593
,,,,,,,,,,,,,,,,,,,,,,,19.04,0.626668472
,,,,,,,,,,,,,,,,,,,,,,,19.05,0.62667117
,,,,,,,,,,,,,,,,,,,,,,,19.06,0.626676051
,,,,,,,,,,,,,,,,,,,,,,,19.07,0.626678751
,,,,,,,,,,,,,,,,,,,,,,,19.08,0.626683633
,,,,,,,,,,,,,,,,,,,,,,,19.09,0.626687175
,,,,,,,,,,,,,,,,,,,,,,,19.1,0.626691219
,,,,,,,,,,,,,,,,,,,,,,,19.11,0.626694763
,,,,,,,,,,,,,,,,,,,,,,,19.12,0.626698808
,,,,,,,,,,,,,,,,,,,,,,,19.13,0.626702354
,,,,,,,,,,,,,,,,,,,,,,,19.14,0.626707242
,,,,,,,,,,,,,,,,,,,,,,,19.15,0.626709948
,,,,,,,,,,,,,,,,,,,,,,,19.16,0.626714838
,,,,,,,,,,,,,,,,,,,,,,,19.17,0.626717546
,,,,,,,,,,,,,,,,,,,,,,,19.18,0.626722438
,,,,,,,,,,,,,,,,,,,,,,,19.19,0.626725989
,,,,,,,,,,,,,,,,,,,,,,,19.2,0.626728698
,,,,,,,,,,,,,,,,,,,,,,,19.21,0.626733593
,,,,,,,,,,,,,,,,,,,,,,,19.22,0.626736305
,,,,,,,,,,,,,,,,,,,,,,,19.23,0.626741201
,,,,,,,,,,,,,,,,,,,,,,,19.24,0.626743914
,,,,,,,,,,,,,,,,,,,,,,,19.25,0.626748813
,,,,,,,,,,,,,,,,,,,,,,,19.26,0.626752369
,,,,,,,,,,,,,,,,,,,,,,,19.27,0.626756428
,,,,,,,,,,,,,,,,,,,,,,,19.28,0.626759986
,,,,,,,,,,,,,,,,,,,,,,,19.29,0.626764047
,,,,,,,,,,,,,,,,,,,,,,,19.3,0.626767606
,,,,,,,,,,,,,,,,,,,,,,,19.31,0.626772511
,,,,,,,,,,,,,,,,,,,,,,,19.32,0.62677523
,,,,,,,,,,,,,,,,,,,,,,,19.33,0.626780136
,,,,,,,,,,,,,,,,,,,,,,,19.34,0.626782857
,,,,,,,,,,,,,,,,,,,,,,,19.35,0.626787765
,,,,,,,,,,,,,,,,,,,,,,,19.36,0.62679133
,,,,,,,,,,,,,,,,,,,,,,,19.37,0.626795398
,,,,,,,,,,,,,,,,,,,,,,,19.38,0.626798964
,,,,,,,,,,,,,,,,,,,,,,,19.39,0.626803033
,,,,,,,,,,,,,,,,,,,,,,,19.4,0.626806601
,,,,,,,,,,,,,,,,,,,,,,,19.41,0.626811516
,,,,,,,,,,,,,,,,,,,,,,,19.42,0.626814242
,,,,,,,,,,,,,,,,,,,,,,,19.43,0.626819159
,,,,,,,,,,,,,,,,,,,,,,,19.44,0.626821887
,,,,,,,,,,,,,,,,,,,,,,,19.45,0.626825459
,,,,,,,,,,,,,,,,,,,,,,,19.46,0.626830378
,,,,,,,,,,,,,,,,,,,,,,,19.47,0.626833108
,,,,,,,,,,,,,,,,,,,,,,,19.48,0.62683803
,,,,,,,,,,,,,,,,,,,,,,,19.49,0.626840761
,,,,,,,,,,,,,,,,,,,,,,,19.5,0.626845685
,,,,,,,,,,,,,,,,,,,,,,,19.51,0.626849262
,,,,,,,,,,,,,,,,,,,,,,,19.52,0.626853343
,,,,,,,,,,,,,,,,,,,,,,,19.53,0.626856922
,,,,,,,,,,,,,,,,,,,,,,,19.54,0.626861005
,,,,,,,,,,,,,,,,,,,,,,,19.55,0.626864585
,,,,,,,,,,,,,,,,,,,,,,,19.56,0.62686867
,,,,,,,,,,,,,,,,,,,,,,,19.57,0.626872252
,,,,,,,,,,,,,,,,,,,,,,,19.58,0.626877184
,,,,,,,,,,,,,,,,,,,,,,,19.59,0.626879922
,,,,,,,,,,,,,,,,,,,,,,,19.6,0.626884856
,,,,,,,,,,,,,,,,,,,,,,,19.61,0.626887596
,,,,,,,,,,,,,,,,,,,,,,,19.62,0.626892532
,,,,,,,,,,,,,,,,,,,,,,,19.63,0.626896119
,,,,,,,,,,,,,,,,,,,,,,,19.64,0.626900211
,,,,,,,,,,,,,,,,,,,,,,,19.65,0.6269038
,,,,,,,,,,,,,,,,,,,,,,,19.66,0.626907893
,,,,,,,,,,,,,,,,,,,,,,,19.67,0.626911484
,,,,,,,,,,,,,,,,,,,,,,,19.68,0.626916426
,,,,,,,,,,,,,,,,,,,,,,,19.69,0.626919172
,,,,,,,,,,,,,,,,,,,,,,,19.7,0.626922765
,,,,,,,,,,,,,,,,,,,,,,,19.71,0.626926863
,,,,,,,,,,,,,,,,,,,,,,,19.72,0.626930458
,,,,,,,,,,,,,,,,,,,,,,,19.73,0.626935405
,,,,,,,,,,,,,,,,,,,,,,,19.74,0.626938155
,,,,,,,,,,,,,,,,,,,,,,,19.75,0.626943103
,,,,,,,,,,,,,,,,,,,,,,,19.76,0.626945855
,,,,,,,,,,,,,,,,,,,,,,,19.77,0.626950805
,,,,,,,,,,,,,,,,,,,,,,,19.78,0.626954405
,,,,,,,,,,,,,,,,,,,,,,,19.79,0.62695851
,,,,,,,,,,,,,,,,,,,,,,,19.8,0.626962112
,,,,,,,,,,,,,,,,,,,,,,,19.81,0.626966219
,,,,,,,,,,,,,,,,,,,,,,,19.82,0.626969823
,,,,,,,,,,,,,,,,,,,,,,,19.83,0.626973932
,,,,,,,,,,,,,,,,,,,,,,,19.84,0.626977537
,,,,,,,,,,,,,,,,,,,,,,,19.85,0.626982495
,,,,,,,,,,,,,,,,,,,,,,,19.86,0.626985254
,,,,,,,,,,,,,,,,,,,,,,,19.87,0.626990215
,,,,,,,,,,,,,,,,,,,,,,,19.88,0.626992975
,,,,,,,,,,,,,,,,,,,,,,,19.89,0.626997938
,,,,,,,,,,,,,,,,,,,,,,,19.9,0.627001548
,,,,,,,,,,,,,,,,,,,,,,,19.91,0.627005664
,,,,,,,,,,,,,,,,,,,,,,,19.92,0.627009276
,,,,,,,,,,,,,,,,,,,,,,,19.93,0.627013394
,,,,,,,,,,,,,,,,,,,,,,,19.94,0.627017008
,,,,,,,,,,,,,,,,,,,,,,,19.95,0.627021977
